Num epochs: 2100
('movie_clip_A_presentations', 0.0, 22.280812478606546, 24.28251247860654)
('movie_clip_B_presentations', 1.0, 24.28251247860654, 26.28421247860654)
('movie_clip_C_presentations', 2.0, 26.28421247860654, 28.28590247860654)
('movie_clip_A_presentations', 3.0, 28.28590247860654, 30.28758247860654)
('movie_clip_C_presentations', 4.0, 30.28758247860654, 32.289262478606545)
('movie_clip_B_presentations', 5.0, 32.289262478606545, 34.29095247860655)
('gray_presentations', 6.0, 34.29095247860655, 36.29261247860654)
('movie_clip_B_presentations', 7.0, 36.29261247860654, 38.29433247860655)
('movie_clip_B_presentations', 8.0, 38.29433247860655, 40.29603247860655)
('movie_clip_A_presentations', 9.0, 40.29603247860655, 42.29772247860655)
('movie_clip_A_presentations', 10.0, 42.29772247860655, 44.29941247860655)
('movie_clip_C_presentations', 11.0, 44.29941247860655, 46.30109247860655)
('movie_clip_B_presentations', 12.0, 46.30109247860655, 48.30278247860655)
('gray_presentations', 13.0, 48.30278247860655, 50.30443247860654)
('movie_clip_B_presentations', 14.0, 50.30443247860654, 52.30614247860655)
('gray_presentations', 15.0, 52.30614247860655, 54.30781247860654)
('movie_clip_B_presentations', 16.0, 54.30781247860654, 56.30953247860655)
('movie_clip_A_presentations', 17.0, 56.30953247860655, 58.31122247860655)
('movie_clip_B_presentations', 18.0, 58.31122247860655, 60.31291247860655)
('movie_clip_A_presentations', 19.0, 60.31291247860655, 62.31457247860654)
('movie_clip_A_presentations', 20.0, 62.31457247860654, 64.31629247860654)
('movie_clip_C_presentations', 21.0, 64.31629247860654, 66.31797247860655)
('movie_clip_A_presentations', 22.0, 66.31797247860655, 68.31965247860654)
('gray_presentations', 23.0, 68.31965247860654, 70.32132247860655)
('movie_clip_B_presentations', 24.0, 70.32132247860655, 72.32303247860655)
('gray_presentations', 25.0, 72.32303247860655, 74.32471247860654)
('movie_clip_C_presentations', 26.0, 74.32471247860654, 76.32642247860655)
('movie_clip_A_presentations', 27.0, 76.32642247860655, 78.32812247860655)
('movie_clip_C_presentations', 28.0, 78.32812247860655, 80.32981247860654)
('movie_clip_A_presentations', 29.0, 80.32981247860654, 82.33149247860655)
('gray_presentations', 30.0, 82.33149247860655, 84.33315247860655)
('movie_clip_B_presentations', 31.0, 84.33315247860655, 86.33487247860654)
('gray_presentations', 32.0, 86.33487247860654, 88.33653247860656)
('movie_clip_A_presentations', 33.0, 88.33653247860656, 90.33825247860656)
('movie_clip_B_presentations', 34.0, 90.33825247860656, 92.33994247860656)
('movie_clip_C_presentations', 35.0, 92.33994247860656, 94.34163247860656)
('movie_clip_C_presentations', 36.0, 94.34163247860656, 96.34331247860656)
('movie_clip_B_presentations', 37.0, 96.34331247860656, 98.34501247860656)
('gray_presentations', 38.0, 98.34501247860656, 100.34667247860656)
('gray_presentations', 39.0, 100.34667247860656, 102.34835247860656)
('gray_presentations', 40.0, 102.34835247860656, 104.35007247860656)
('movie_clip_C_presentations', 41.0, 104.35007247860656, 106.35176247860656)
